Name,Org,Pos,Current Level,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,B,T,Signed,Signed From,Report,Video,playerId
"Abraham Toro","HOU","3B","MLB",0,14,"","40",2021,"Med","22.9","6' 1""","190","S","R","2016 Draft Rnd 5 (HOU)","Seminole State JC (OK)","Perhaps the most divisive prospect in this system, some clubs believe Toro has a chance to play third base everyday while others see a bench bat ceiling on a player who has yet to prove he can handle other positions. He's a switch-hitter with feel for lifting the baseball from both sides of the plate, makes hard contact, and has plus-plus arm strength when he's able to step into his throws. But Toro struggles to make throws from athletically challenging platforms, which leads some onlookers to question whether he's actually a good fit there, and his one-note, pull-heavy approach to contact may be less successful in the big leagues than it has in the lower levels of the minors. 
The median opinion has Toro pegged as a switch-hitting bench piece, but he'll need to learn to play other positions before that can become a reality. Houston briefly tried him at catcher but that experiment ended quickly. The outfield corners are logical avenues to explore.","yd1p1EpIUrE","19844"
"Jovani Moran","MIN","LHP","AA",0,24,"","40",2019,"High","22.5","6' 1""","170","L","L","2015 Draft Rnd 7 (MIN)","Carlos Beltran Academy (PR)","Drafted as a arm action/athleticism project out of Puerto Rico, Moran's velocity has grown significantly since his high school days; he's developed a plus, maybe plus-plus changeup that has about 15 mph of velocity difference off his fastball. He's amassed 174 strikeouts in 123 pro innings, mostly via multi-inning relief outings. Lefties with changeups are well-positioned for when three-batter minimums are put in place for relievers. Now at Double-A, Moran might factor into the Twins bullpen picture this year. He projects as a middle reliever.","","sa875188"
"Joe Barlow","TEX","RHP","AAA",0,37,"&uarr;","40",2020,"Low","24.1","6' 3""","195","R","R","2016 Draft Rnd 11 (TEX)","Salt Lake JC (UT)","Righty reliever with a fastball/curveball combination that plays well together. Fastball lives at the top of the zone, curveball as 12-6 movement. Has performed up through Double-A, including 47% K% in 2019. Middle relief profile.","","sa919113"
"C.J. Chatham","BOS","SS","AAA",0,15,"","40",2020,"High","24.9","6' 3""","185","R","R","2016 Draft Rnd 2 (BOS)","Florida Atlantic","Chatham played on Miami-area powerhouse high school team American Heritage with Zack Collins, and stood out defensively for being a long-limbed athlete with a plus arm and above average defensive ability. Collins went to Miami and became a top ten pick while Chatham went to Florida Atlanta and became a second round talent. Over 2.5 seasons, Chatham has played only 156 games due to multiple injuries. He has viable infield defensive ability and above-average bat control with some doubles pop, but also has some clear offensive limitations. He had a mostly healthy 2018 at Hi-A, and should begin 2019 on the doorstep of a big league utility role.","o51fk4q6VrI","sa873984"
"Jordan Brewer","HOU","CF","A-",0,15,"","40",2023,"High","22.3","6' 1""","195","R","L","2019 Draft Rnd 3 (HOU)","Michigan","Brewer is a late-blooming JC transfer with above average tools that were turning a corner as the 2019 draft approached.","","sa3011737"
"Akil Baddoo","MIN","CF","A+",0,25,"","40",2021,"High","21.2","5' 11""","195","L","L","2016 Draft Rnd 2 (MIN)","Salem HS (GA)","Baddoo has some promising physical ingredients -- speed, raw power -- and three consecutive seasons of plus walk rates. For a player who was considered raw coming out of high school, his numbers at his age and level combination are compelling, and he'll be a 20 year old at Hi-A all year. Visual evaluations of his feel to hit temper enthusiasm for his overall profile, as the game power manifests itself in a niche, dead-pull manner that upper-level pitching should be able to avoid. Scouts think he's more of a platoon or fourth outfielder, while we think it's likely that teams using a pro model will like him more than that because of his age and peripherals.","","sa917953"
"CD Pelham","TEX","LHP","MLB",0,38,"&darr;","40",2019,"High","24.7","6' 6""","235","L","L","2015 Draft Rnd 33 (TEX)","Spartanburg Methodist JC (SC)","There's still hope that Pelham develops an extra grade of command in his mid-20s because he only began pitching as a senior in high school and was pragmatically moved to the bullpen in just his second full pro season, limiting his reps. 
If he does develop an improved ability to locate, he could be one of the better left-handed relievers in baseball because he has such a dominant fastball. Not only does Pelham throw really hard, at times sitting 97-99, but his size, arm slot, and cross-bodied delivery create unique angle on his fastball, and hitters struggle to square it up. In a small big league sample last year, 77% of Pelham's pitches were fastballs, which would rank 13th among qualified relievers. His upper-80s cutter/slider doesn't have significant length to it, and it also needs improved location if it's going to miss bats. Once in a while, elite relievers with a single, tyrannical pitch emerge. It's possible Pelham is one of those, but it's more likely his issues limit him to single, middle-inning bullpen work.","kOsNFKFLtPE","19820"
"Brandon Howlett","BOS","3B","A",0,16,"","40",2023,"High","20.1","6' 1""","205","R","R","2018 Draft Rnd 21 (BOS)","George Jenkins HS (FL)","Howlett was a known prospect in Florida for years and was on a trajectory to go in the top five rounds after a strong start to his spring, but he finished poorly, including a brutal NHSI tournament where all 30 teams had multiple scouts on hand. Howlett swung and missed a ton in front of dozens of high level evaluators, when many had pegged him as the sleeper prospect to break out at the event. The Red Sox found after signing him that he had an issue with his contacts, giving him particular trouble in day games (which all of the games at NHSI were), and got him squared away before his pro career began. Howlett hit six homers in 43 pro games with a manageable strikeout rate that surprised many amateur scouts who had discounted his hitting ability earlier that year. He's often compared to Northcut since they both play third base and were widely-scouted later-round finds for Boston. Howlett has a little better feel to hit and ability to tap into his power in game situations, but is a little behind Northcut defensively.","","sa3007745"
"Jonathan Arauz","HOU","2B","AA",0,16,"","40",2021,"High","21.2","6' 0""","150","S","R","2014 J2 (PHI)","Panama","Long in possession of one of the prettier swings in the minors, Arauz had a strong, BABIP-aided first two months (.299/.392/.471) at Low-A and was promoted to Hi-A as a 19-year-old, where he struggled. He's a switch-hitting middle infielder with above-average bat control, so there are all sorts of exciting hit/power/defensive profile mixes in play, depending on how Arauz develops physically. He has filled out a bit since he first signed (he was acquired from Philly in the Ken Giles deal) but scouts had mixed feelings about his body composition last year, and largely have him projected to second base. If that's the case, ideally there will be more power than there is right now, and it's fair to project some based on Arauz's age. 
For now, though, he has very little strength and at times appears to struggle to rip the barrel through the top of the zone and instead is adept at letting the bat do most of the work on pitches near his knees. The lift this creates is intriguing, but there needs to be more raw power if it's going to matter. He has an outside shot to be a regular at second base but may just end up as a switch-hitting bench infielder.","","sa877498"
"Luke Raley","MIN","1B","R",0,26,"","40",2020,"High","25.1","6' 4""","235","L","R","2016 Draft Rnd 7 (LAD)","Lake Erie College","Raley is plus runner underway despite his size, and has big raw power that the Dodgers did well to tease out of him in games before trading him to Minnesota as part of the Brian Dozier deal last year. The small-school pedigree helps balance skepticism surrounding Raley's performance (20 Double-A homers at age 23 last year) due to his age, and he projects to be a player quite similar to Daniel Palka or Scott Schebler.","","sa918048"
"Reginald Preciado","SDP","SS",,0,21,"","40",2025,"High","16.5","6' 4""","180","S","R","2019 J2 (SDP)","Panama","Will be highest paid Panamanian amateur ever, with $1 million to Cubs C Miguel Amaya being the number to beat. 6-4, switch-hittimg shortstop with feel to hit even though he hasn't grown fully into his body. Young for the class and still raw at the plate, with some reports of trouble vs. velocity.","KwU4e2Gwrts",""
"Alex Speas","TEX","RHP","A",0,39,"","40",2022,"High","21.7","6' 4""","180","R","R","2016 Draft Rnd 2 (TEX)","McEachern HS (GA)","In high school, Speas was getting body and arm speed comp'd to Dwight Gooden. He would routinely work 93-97 and break off several plus breaking balls, so while most of the amateur side of the industry acknowledged that Speas' wildness meant there was a strong chance he'd be a pro reliever, his perceived ceiling, were things suddenly to click, was enormous. The Rangers quickly moved Speas to the bullpen and he dealt with fastball inaccuracy for two years before succumbing to a torn UCL. He may be back for 2019 instructional league and is a long-term, high-leverage bullpen prospect.","ja_dnjJCRDU","sa917945"
"Gilberto Jimenez","BOS","CF","A-",0,17,"","40",2023,"High","19.3","5' 11""","160","R","R","2017 J2 (BOS)","Dominican Republic","Jimenez is a scout favorite and probably the highest-rated of the true sleepers on this list. The Sox 2017 international signing class is already paying dividends with Flores, Jimenez, Bello and Diaz all among the org's top 20 prospects while none have played longer than a week in the GCL. Jimenez is described as a running back playing baseball due to his sneaky athleticism in a compact frame, his all-out style, and standout work ethic. Depending on whom you ask, he's either a 70 or 80 runner, but his instincts on the bases and in the field aren't up to snuff just yet. Since there isn't much raw power presently, he plays more of a slap-and-dash, small-ball game that accentuates his speed. This limits his upside a bit, but when you look back at prospects who outplay their projections, scouts will often point to a name and tell you not to underrate plus athletes with plus makeup; we were aggressive in ranking Jimenez for that reason.","","sa3005507"
"Dauri Lorenzo","HOU","SS",,0,17,"","40",2025,"Med","17.0","6' 1""","160","S","R","2019 J2 (HOU)","Dominican Republic","Bat-first, switch-hitting infielder whose arm strength may push him to second base.","3-AlAH2un18",""
"Travis Blankenhorn","MIN","2B","AA",0,27,"","40",2020,"Med","23.2","6' 2""","208","L","R","2015 Draft Rnd 3 (MIN)","Pottsville HS (PA)","Though he's gotten thick and stiff as his body has matured, the Twins continue to run Blankenhorn out at second and third base in addition to left field. He's a 40 infield defender but as the club has shown with Astudillo, there are ways of hiding players like this in order to shoehorn their bat into the lineup. His swing is a bit grooved but Blankenhorn's hands work well, and he has strength-driven doubles power. It's not enough to profile everyday at a position Blankenhorn is capable of playing regularly, but he should turn into a role-playing lefty bench bat.","-WTP9wYmf1o","sa874969"
"Buddy Reed","SDP","CF",,0,22,"","40",2019,"Med","24.5","6' 4""","210","S","R","2016 Draft Rnd 2 (SDP)","Florida","Reed was a lightly-scouted multi-sport high school athlete in Maryland who also played hockey before he arrived at the University of Florida. Soon after he stepped on campus, scouts saw and become enamored with the enomrous athletic potential he had. He still hasn't quite tapped into it, at least on offense. Reed has 70 speed and defensive ability in center field, along with a 60 arm and average raw power. As a 6-foot-4, 210 pound athletic specimen, he'll probably play forever. There's some bat control and feel for oppo gap contact here, but Reed's approach and feel for hitting is lacking, holding back his everyday potential. Most scouts project him as a good fourth outfielder in the Jake Marisnick mold.","2WkuiBVaMKA","sa738683"
"Kyle Cody","TEX","RHP","R",0,40,"","40",2020,"High","25.2","6' 7""","245","R","R","2016 Draft Rnd 6 (TEX)","Kentucky","Cody had a rocky career at Kentucky, always tantalizing scouts with stuff but struggling with health and control. The Twins made Cody their 2015 second rounder, but he didn't sign and fell to the sixth round as a 2016 senior. Texas simplified his delivery in 2017, which probably contributed to a breakout year. He seemed likely to spend most of 2018 at Double-A and perhaps reach the majors in 2019, but he had elbow issues during the spring and didn't break camp with an affiliate. His Arizona rehab was successful enough for Cody to get on a mound in games for a bit, but he felt continued discomfort and needed Tommy John. The mid-summer timing of the surgery means he'll likely miss all of 2019, which means he'll be back when he's a few months shy of 26. The time crunch alone makes it likely that he ends up in relief, though Cody could move quickly and be a strong, late-inning piece when he returns.","jn7uVF8JLds","sa658940"
"Mike Shawaryn","BOS","RHP","MLB",0,18,"","40",2019,"Med","25.1","6' 3""","225","R","R","2016 Draft Rnd 5 (BOS)","Maryland","Shawaryn's prospect stock peaked when he was a dominant college sophomore at Maryland. Injury and a downtick in stuff plagued him as a junior and he fell to the fifth round of his draft. Shawaryn has traversed the whole of the minors as a starter but ultimately might fit best in relief due to some of his stuff's limitations. He has a funky, low-slot delivery that creates cuttery, horizontal movement on his slider. It's his best way to miss bats. His changeup and fastball (which was only in the upper-80s for much of his time in the Arizona Fall League) are both fringy on their own but play up a bit due to the deceptive funk in his delivery. Shawaryn fits in a No. 5 starter/swingman relief role, and could be ready in 2019.","G_s2TjI4gaw","19495"
"Angel Macuare","HOU","RHP","A-",0,18,"","40",2022,"High","19.7","6' 2""","188","R","R","2016 J2 (HOU)","Venezuela","Signed for just south of $700,000 out of Venezuela, Macuare was a polished amateur arm who has been as advertised in two years of pro ball. He has good command of mostly average stuff as a 19-year-old, so there's a chance he either grows into better stuff through physical maturation, or develops such special command that he doesn't have to. In either case, he's got a shot to be a No. 4 or 5.","","sa3003039"
"Edwar Colina","MIN","RHP","AAA",0,28,"","40",2020,"High","22.5","5' 11""","182","R","R","2015 J2 (MIN)","Venezuela","A stocky, hard-throwing starter with upper-90s heat, Colina's fastball doesn't play as an elite pitch despite his velocity (it has middling movement and he's an extreme short strider who loses two ticks of perceived velo) but it's tough to square up because of how hard it is. Similarly, Colina's short, cuttery slider is effective because of how firm it is. He also has a firm changeup that may be shelved, or at least de-emphasized, if/when Colina moves to the bullpen which, despite his current development, is a more likely future outcome.","","sa917405"
"Pedro Avila","SDP","RHP",,0,23,"","40",2021,"Med","22.8","5' 11""","190","R","R","2014 J2 (WAS)","Venezuela","Avila's 2017 campaign -- 170 strikeouts, 33 walks, 129 innings -- had us wondering if we were missing something and he was an obvious top-100 arm. He carved up the lower levels by making heavy use of two good secondary pitches, a curveball and changeup. He came back down to Earth in 2018, struggling to locate his low-90s fastball in the zone. He sits 90-94, and will touch 96. The long term role may ultimately be in the bullpen, especially since three-pitch relievers may become more necessary due to forthcoming rule changes. He'll likely be up and down this year, making spot starts when needed.","","18864"
"Yonny Hernandez","TEX","SS","AA",0,41,"&uarr;","40",2020,"Low","21.5","5' 9""","150","S","R","2014 J2 (TEX)","Venezuela","A very likely big league role player with limited ceiling, Hernandez is a twitchy, multi-positional infielder with good hands/actions. He's a switch-hitter with good feel for contact from both sides of the plate, and he also runs well, so there are all kinds of scenarios where his skillset would be useful throughout a game. But Hernandez's total lack of power will probably be a barrier to an everyday role.","","sa872473"
"Denyi Reyes","BOS","RHP",,0,19,"","40",2021,"High","23.0","6' 4""","209","R","R","2015 J2 (BOS)","Dominican Republic","As rare as complete games have become at the big league level, they're even rarer in the minors, where developmental caution takes precedence over single-game results. A hyper-efficient strike-thrower, Reyes threw two complete games in 2018 (and needed less than 100 pitches in both) and also had an 8-inning outing against Columbia in July. Though he doesn't throw that hard, Reyes' propels himself way down the mound and has super long arms that help him generate big extension, which help his upper-80s fastball play like one in the low-90s. His fastball angle isn't great for missing bats, but his changeup and curveball are both effective, though not dominant, alternatives. Reyes profiles as an efficient backend starter.","","sa872864"
"Jose Urquidy","HOU","RHP","MLB",0,19,"","40",2019,"Low","24.5","6' 0""","190","R","R","2014 J2 (HOU)","Mexico","Plus command, plus changeup. Sits 89-93, also has little cutter and slow curveball. Spot-starter type but has been carving upper levels, chance that he actually has 7 command and is something more than that.","","18413"
"Cody Stashak","MIN","RHP","MLB",0,29,"&uarr;","40",2019,"Med","25.4","6' 2""","169","R","R","2015 Draft Rnd 13 (MIN)","St. John's","Stashak spent two years at Cumberland County College before heading to St. John's, where he had one statistically middling season for the Red Storm. He got $100,00 on day three of the 2015 draft and reached Hi-A as a starter before two injuries forced a late-season move to the bullpen in 2017. Stashak's fastball/breaking ball combo was very effective during that initial run out of the bullpen, and the Twins left him there. He's since had two dominant relief seasons, including very low walk rates for a reliever, while reaching Triple-A. His breaking ball shape varies enough that it may be two different pitches, but for now he projects as a two-pitch reliever with a modren approach: fastballs up, breaking balls down. The fastball plays in large part due to it's vertical movement. ","","18088"
"Hudson Head","SDP","CF","R",0,24,"","40",2023,"High","18.6","6' 1""","175","L","L","2019 Draft Rnd 3 (SDP)","Churchill HS (TX)","Popup athlete is now widely known and has gap power, some loft and plus speed.","","sa3010889"
"Brendon Davis","TEX","3B","AA",0,42,"","40",2021,"High","22.3","6' 5""","185","R","R","2015 Draft Rnd 5 (LAD)","Lakewood HS (CA)","Davis had a mediocre statistical 2018, his first full year with Texas after being part of the prospect package Los Angeles sent in the Yu Darvish trade. But Davis and the Rangers seemed to be tinkering with his swing since his acquisition and by 2018 instructional league, his stance had closed significantly and Davis had changed the way his hands set up. The drop in his ground ball rate since coming over from LA -- 38% with Texas, after close to 50% with the Dodgers -- seems to corroborate the visual evidence of tweaks, so there's a chance Davis' 2018 was just the product of developmental growing pains. 
Even at 21, Davis remains physically projectable and is likely to add more and more mass and strength to his giant frame as he enters his mid-20s. The lift and rotation in his swing appear suited for power production that might arrive in games when new muscle arrives on the body. Davis doesn't track pitches well and he often appears imbalanced at the plate. We have him projected as a strikeout-prone third baseman who sells out for big power. He'll need to improve a bit on defense to stay on the infield, but it's unreasonable to expect most athletes this size to have total control of their bodies at this age anyway, so there's cause for optimism on that end. 
We're still on Davis despite a bad 2018, and think he has some dormant thump that will make him relevant eventually.","DQ8oLyvXUbE","sa875089"
"Brayan Bello","BOS","RHP","A",0,20,"","40",2022,"High","20.5","6' 1""","170","R","R","2017 J2 (BOS)","Dominican Republic","A hard-throwing, flexible teenage righty who had a strong summer in the DSL, Bello came stateside for a single GCL outing, then later went to instructional league for shorter outings during which he'd flash three above-average pitches. His build and arm action both portend greater, potentially significant velocity. He has No. 4 starter stuff if things come together, but he's probably several years away.","","sa3005436"
"Hunter Brown","HOU","RHP","A-",0,20,"","40",2023,"Med","21.2","6' 2""","203","R","R","2019 Draft Rnd 5 (HOU)","Wayne State","Brown was a late-rising small school arm in the 2019 draft. He has a workhorse build, mid-90's velocity, feel for spin and glove side location, and some other starter traits.","","sa3010571"
"Will Holland","MIN","2B","R",0,30,"","40",2023,"High","21.5","5' 10""","175","R","R","2019 Draft Rnd 5 (MIN)","Auburn","Holland is a 70 runner with 50 raw power that can passably play all three positions up the middle but his swing mechanics and skills can't match his tools.","","sa3011204"
"Ismael Mena","SDP","CF",,0,25,"","40",2025,"Med","16.9","6' 3""","185","L","L","2019 J2 (SDP)","Dominican Republic","A plus runner likely to stay in CF has present gap power and a fair amount of physical projection. ","-QSDCz1v0_A",""
"Diosbel Arias","TEX","SS","A+",0,43,"&uarr;","40",2021,"Med","23.3","6' 2""","190","R","R","2017 J2 (TEX)","Cuba","Arias signed as an under-the-radar, 21-year-old Cuban defector in July of 2017. The 2018 season was Arias' first full year of baseball since the 2014-15 Cuban Series Nacional because his defection, international signing rules, and the 2017 offseason led to an eon between actual games for him. He was a college-aged player in the Northwest League in 2018 and had a mandatorily strong statistical season, hitting .366/.451/.548 with Spokane. He continued a strong bat-to-ball showing during instructional league, looked good at several different defensive positions, and was then firmly on the pro scouting radar. He got some reps with the big league team during '19 spring training. For now, he looks like a possible infield utility piece with some contact skills, but it might behoove Texas to hit the gas on his development and promotion to see if there could be more here.","","sa3005308"
"Daniel Diaz","BOS","3B","R",0,21,"","40",2023,"High","18.8","6' 3""","200","R","R","2017 J2 (BOS)","Venezuela","Diaz was the Red Sox top international signing in 2017, getting $1.6 million, just ahead of now superior prospect Antoni Flores' $1.4 million bonus. Diaz was solid in the DSL last year and made his stateside debut during instructional league. He's already a big kid -- scouts estimate 6-foot-3 and 225 pounds or so, much more than where he's listed -- and he's unlikely to be a third baseman long term, but players this young still have the opportunity to reshape their bodies pretty significantly. He has plus arm strength and raw power, but there's also some question about how much he'll hit, due to an aggressive, power-first approach that needs to be dialed in. Diaz is limited to a corner and there are questions about his position and hitting ability, so he's a wait-and-see case for now, but he has ceiling because of the power and could generate above-average offense as a third baseman.","","sa872405"
"Colin Barber","HOU","CF","R",0,21,"","40",2024,"High","18.9","6' 1""","185","L","L","2019 Draft Rnd 4 (HOU)","Pleasant Valley HS (CA)","Late-rising NorCal prep center fielder has plus speed and athleticism to project the hitting ability to progress. High-effort player, somewhat stiff, bat is quick, swing compact. Some tweener bench OF traits.","","sa3010696"
"Jorge Alcala","MIN","RHP","MLB",0,31,"","40",2020,"Med","24.3","6' 3""","180","R","R","2014 J2 (HOU)","Dominican Republic","Acquired from Houston as part of the Ryan Pressly trade, Alcala has reached Double-A as a starter despite having been projected as a reliever for almost his entire pro career. Fastball control and a viable changeup have both been elusive, and you could argue Alcala's issues repeating/locating also impact the way his slider plays, though it does have nasty late bite. He throws really hard -- typically in the mid-90s, peaking above that -- and has a great build. It makes sense to give him starter reps until he's needed in the majors, since it means more chances for him to refine his secondary stuff and control. He's a high-probability middle reliever, but he has a set-up man's arm strength.","","19459"
"Blake Hunt","SDP","C","A",0,26,"","40",2022,"High","21.0","6' 3""","185","R","R","2017 Draft Rnd 2 (SDP)","Mater Dei HS (CA)","SoCal always seems to have a sleeper catching prospect or two and Hunt, whose stock rose late in the spring, was the 2017 high school model. Most area scouts bought into his agility, hands, and arm enough to project him as a long-term catcher despite his size. He dealt with a shoulder issue throughout 2017 but arrived to camp in 2018 healthy, stronger, and with much more raw power than he had the year before. 
Hunt's swing remains somewhat unbalanced and he often dives in and loses posture that would enable him to pull the ball with power. His top hand doesn't drive contact as much as it probably could. But he's athletic, is going to catch, has a great frame, and his swing has an athletic foundation that should be refined over time. He projects as a backup if the bat doesn't improve, but has more ceiling than that if it does.","3EsET9nsQpE","sa3004153"
"Reed Garrett","TEX","RHP","-1",0,44,"","40",2019,"Med","26.8","6' 2""","210","R","R","2014 Draft Rnd 16 (TEX)","Virginia Military Institute","The team's Rule 5 pick, Garrett made the club out of spring training and has pretty traditional middle relief stuff. He sits in the mid-90s, has an above-average slider that has vertical depth despite being in the mid-80s, and he spent the last two seasons closing for Texas' Double and Triple-A clubs. He has erratic fastball command, which might undercut stuff that would otherwise fit in a set-up role, but that stuff might improve with a change of scenery.","","16866"
"Bryan Gonzalez","BOS","RF","R",0,22,"","40",2024,"High","18.1","6' 3""","220","R","R","2018 J2 (BOS)","Dominican Republic","Big-framed, phyaically mature outfielder with present power","","sa3008805"
"Grae Kessinger","HOU","SS","A",0,22,"&uarr;","40",2022,"High","22.2","6' 2""","195","R","R","2019 Draft Rnd 2 (HOU)","Ole Miss","Inoffensive middle infield glove with good feel for the strike zone. Performed against SEC pitching. Swing change candidate.","","sa3010327"
"Gabriel Maciel","MIN","CF","A+",0,32,"","40",2022,"Med","20.8","5' 10""","170","S","R","2015 J2 (ARI)","Brazil","A tiny speedster, Maciel's build is relatively unprojectable, but one can still project on most of his skills because he was only taught baseball's basics while growing up in Brazil, and hasn't been switch-hitting for very long. His game has some coherent small-ball elements already, as he took  quickly to bunting and putting awkward contact into play, which, because of his speed, enables him to reach against bad low-level defenses. 
There's so little power here that Maciel likely projects as a fourth outfielder, but his feel for contact is impressive for someone of his background and seemingly insufficient physicality, and if he ends up with a 6 or 7 bat, we might be talking about a regular.","nGvJxhlvZhE","sa919532"
"Joey Cantillo","SDP","LHP","R",0,27,"&uarr;","40",2023,"High","19.9","6' 4""","220","L","L","2017 Draft Rnd 16 (SDP)","Kailua HS (HI)","Big lefty with funky vertical arm slot similar to Joey Lucchesi. Secondaries","","sa3005246"
"Nicholas Northcut","BOS","3B","A-",0,23,"","40",2022,"Med","20.4","6' 1""","200","R","R","2018 Draft Rnd 11 (BOS)","Mason HS (OH)","Northcut drew wide-ranging takes from scouts in the year leading up to signing with the Red Sox as an 11th rounder from an Ohio high school. He played on the Evoshield Canes, the top travel team in the country, and was scouted often, with a decent but not great glove at third base, above average to plus power, and some feel for hitting and game power, but seemed a mid-round prospect. In the spring and into pro ball, Northcut slimmed up a bit and now projects as at least average at third base, with similar raw power, but some pro scouts questioned his feel to hit. All the elements have been there at some point over the past year and some amateur scouts were really in on Northcut -- one said he saw a lot of Austin Riley in him -- but didn't realize his price would end up being as low as it was once he started sliding in the draft.","HSB_vtldM_s","sa3007640"
"Garrett Stubbs","HOU","C","MLB",0,23,"","40",2019,"Med","26.4","5' 10""","185","L","R","2015 Draft Rnd 8 (HOU)","USC","After a dour, injured 2017 season, Stubbs had a bounce back 2018 and hit .310/.382/.455 at Triple-A. He spent the offseason adding mass to his little frame, a body scouts have long been skeptical about being able to weather the full-season storm of catching. These doubts have been reinforced by Stubbs' semi-frequent injury issues, which led him to focus on weight gain during the offseason. 
His athletic capabilities are clear though, and Stubbs is a good ball blocker, an excellent catch-and-throw guy, and his passable framing may benefit from altering the depth at which he sets up. From a skills standpoint, totally ignoring the issue of durability, he looks like a potential everyday catcher. There has been some industry sentiment that Stubbs would be best deployed as a multi-positional bat, perhaps playing third base and the outfield corners as well as catcher. He hasn't played other positions in games but has worked with <a href='https://www.houstonchronicle.com/sports/astros/article/Garrett-Stubbs-feeds-ambition-of-catching-for-13629053.php'>Matt Chapman at third</a> during the offseason, so perhaps he will be allowed to try new things once the season starts. 
We have him projected as a contact-oriented, multi-positional bench piece.","","18067"
"Matt Canterino","MIN","RHP","R",0,33,"","40",2021,"High","21.9","6' 2""","205","R","R","2019 Draft Rnd 2 (MIN)","Rice","Canterino will regularly show a plus fastball/breaker combo, but there's some effort and relief risk. This spring he's dialed down the stuff a bit and the strike throwing is better.","","sa3011530"
"Ignacio Feliz","SDP","RHP","A-",0,28,"","40",2023,"High","20.0","6' 1""","180","R","R","2016 J2 (CLE)","Dominican Republic","One of the best on-mound athletes in the 2018 AZL, Feliz is a converted shortstop with a delivery that looks an awful lot like Aroldis Chapman's. The Padres acquired him on 40-man crunch day from Cleveland for depth starter, Walker Lockett. Feliz sits only 88-92, but that should tick up as he physically matures. His fastball has natural cut, and at times, he throws what looks like a true cutter in the 84-87 range. He also has a 12-to-6 curveball that flashes plus. 
Feliz could develop in a number of different ways. San Diego could make a concerted effort to alter his release so Feliz is more behind the ball, creating fastball life/rise that would probably play better with his curveball. Alternatively, they might nurture his natural proclivity for cut, and see what happens. Either way, this is an exciting athlete with workable stuff who'll be 19 all summer. He has a chance to start, which is why he's ahead of several other arms on this list who throw harder/are closer.","4pipT3CQy00","sa3002982"
"Roniel Raudes","BOS","RHP","A+",0,24,"","40",2020,"High","21.8","6' 1""","160","R","R","2014 J2 (BOS)","Nicaragua","After pushing him very quickly at the onset of his pro career, in 2018 the Red Sox throttled down Raudes' development and had him repeat Hi-A. He regressed statistically (his strikeout rate was down, and his walk rate stayed just below average after regressing in 2017) before he succumbed to a June elbow injury that cost him the remainder of his summer. Raudes started throwing harder in 2018 and remains a projectable, athletic 20-year-old with a great arm action and some changeup feel. That's still a lot of good stuff, even though other aspects of his profile have either plateaued or gone backward. We hope the fastball control comes back and think Raudes can pitch at the back of a rotation if it does.","","sa872825"
"Enoli Paredes","HOU","RHP","AA",0,24,"","40",2020,"High","24.1","5' 11""","165","R","R","2014 J2 (HOU)","Dominican Republic","Little Enoli's arm is so fast that it threatens to break the sound barrier and generates a lively mid-90s fastball. Everything about Paredes' delivery involves max effort, which limits his command but also makes his stuff hellacious and unpredictable in a way that makes him a very uncomfortable at-bat. Not only does he throw hard, but his power curveball has big, bat-missing depth and competes for swings and misses in the zone. His arm speed enables very favorable changeup projection and Paredes already flashes some plus cambios on occasion. He can shorten the curveball into a slider or add cut action to his fastball, but the other three pitches should be sufficient for him to play a strikeout-heavy relief role. 
We don't stick many 23-year-old A-ball relievers on the 40 FV tier of lists, but Paredes only signed at age 19 and hasn't had as much pro development as other same-aged Latin American players, and he's not yet occupying a 40-man spot. He has considerable appeal as a trade target and a chance to be a rare 45 FV reliever on this list next year.","","sa920300"
"Ryan Costello","MIN","1B","AA",0,34,"","40",2021,"Med","23.4","6' 2""","200","L","R","2017 Draft Rnd 31 (SEA)","Central Connecticut State","A great small-school find by Seattle, Costello had a strong junior year after doing nothing as an underclassman, in part due to injury. Three strong months into his first full pro season, Costello had more than 40 extra-base hits and a 12% walk rate and had become of interest to eyeball scouts. A year after he was a 31st round pick, Seattle traded him in the Zach Duke deal. The Twins pushed him to a more age-apprpriate level immediately. He's now an interesting sleeper 1B/3B bat, one that could at least play a corner utility/pinch hitting role.","","sa3004071"
